airline,flight_num,origin_airport,dest_airport,month,day_of_month,day_of_week,dep_time,arr_time,dep_delay,arr_delay,distance,air_time,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,is_delayed
AA,3018,ORD,ORD,12,10,4,1306,1739,0.0,0.0,2704,273,0.0,0.0,0.0,0.0,0.0,0
AA,8986,JFK,DEN,1,10,4,1488,1943,11.441460781444064,11.441460781444064,2749,255,0.0,0.0,0.0,0.0,0.0,0
F9,7939,CLT,JFK,4,2,2,1263,1642,15.332353974153918,15.332353974153918,2379,219,0.0,0.0,0.0,0.0,0.0,1
HA,8785,DTW,PHL,8,3,3,1821,2234,0.0,11.553802191010702,2708,253,0.0,0.0,11.553802191010702,0.0,0.0,0
US,3142,MIA,BOS,5,24,3,301,408,5.137922360144727,19.692082186796593,335,67,0.0,0.0,14.554159826651867,0.0,0.0,1
AA,2912,ORD,DEN,7,11,7,2205,2318,0.0,0.0,728,73,0.0,0.0,0.0,0.0,0.0,0
AA,1661,PHL,SFO,2,18,4,616,646,17.02251903752341,17.02251903752341,148,30,0.0,0.0,0.0,0.0,0.0,1
AA,6737,LGA,DTW,2,24,2,173,535,0.0,0.0,2034,202,0.0,0.0,0.0,0.0,0.0,0
US,1713,LAX,CLT,6,14,5,1761,1831,0.8052778979346229,0.8052778979346229,266,30,0.0,0.0,0.0,0.0,0.0,0
WN,13,PHX,PHL,3,10,5,947,1017,25.325471333875015,25.325471333875015,226,30,0.0,0.0,0.0,0.0,0.0,1
AA,8373,FLL,ORD,4,7,4,365,553,9.292519635931631,9.292519635931631,1126,108,0.0,0.0,0.0,0.0,0.0,0
NK,8867,CLT,MSP,7,9,5,810,1002,25.643979253403586,25.643979253403586,735,112,0.0,0.0,0.0,0.0,0.0,1
F9,5408,LGA,PHL,4,3,5,1234,1717,7.575039238889929,7.575039238889929,2693,283,0.0,0.0,0.0,0.0,0.0,0
F9,6119,SFO,DFW,1,16,5,2225,2338,22.330723385635697,22.330723385635697,856,73,0.0,0.0,0.0,0.0,0.0,1
AS,5075,DEN,PHL,7,17,4,1473,1937,0.0,0.0,2545,264,0.0,0.0,0.0,0.0,0.0,0
F9,7647,SEA,LGA,9,9,7,56,434,19.708056243927334,19.708056243927334,2046,218,0.0,0.0,0.0,0.0,0.0,1
B6,9115,DTW,MCO,5,12,7,1815,2238,0.0,0.0,2675,263,0.0,0.0,0.0,0.0,0.0,0
HA,4859,ORD,LAS,12,28,5,240,601,23.665418342442685,28.567733238462083,2149,201,0.0,0.0,0.0,0.0,4.902314896019398,1
WN,1382,LGA,EWR,6,5,5,612,806,0.0,0.0,1305,114,0.0,0.0,0.0,0.0,0.0,0
DL,873,PHL,MSP,3,3,3,418,911,0.0,0.0,2671,293,0.0,0.0,0.0,0.0,0.0,0
WN,5267,ATL,ATL,11,6,7,1192,1516,7.464789238549608,38.06396327768941,1362,164,0.0,30.5991740391398,0.0,0.0,0.0,1
HA,2282,LAS,PHL,10,2,7,2254,2358,0.0,0.0,405,64,0.0,0.0,0.0,0.0,0.0,0
NK,2963,EWR,MIA,10,28,6,1628,2001,4.99235237983984,4.99235237983984,2087,213,0.0,0.0,0.0,0.0,0.0,0
HA,8052,DTW,CLT,3,12,2,141,518,2.681282033228067,2.681282033228067,2214,217,0.0,0.0,0.0,0.0,0.0,0
NK,3419,DTW,LAS,5,15,6,360,523,7.576690960429284,58.374329747526005,714,83,24.896363282341248,0.0,0.0,0.0,25.901275504755475,1
DL,7587,BOS,FLL,5,3,6,1522,1719,16.119055303867572,16.119055303867572,1275,117,0.0,0.0,0.0,0.0,0.0,1
NK,9398,DFW,MIA,8,24,1,12,329,0.0,2.713164911244404,1943,197,0.0,0.0,2.713164911244404,0.0,0.0,0
DL,9320,LGA,DTW,7,23,4,574,1005,25.04625378507042,25.04625378507042,2673,231,0.0,0.0,0.0,0.0,0.0,1
US,7603,SFO,ORD,4,24,5,2324,16,14.98754176293803,14.98754176293803,941,52,0.0,0.0,0.0,0.0,0.0,0
UA,9114,CLT,SEA,6,20,5,553,623,0.0,0.0,306,30,0.0,0.0,0.0,0.0,0.0,0
HA,8628,LGA,MIA,1,9,4,2079,2240,17.26464383247894,17.26464383247894,680,81,0.0,0.0,0.0,0.0,0.0,1
B6,8502,ATL,LAX,4,21,2,230,354,33.16108070703683,33.16108070703683,777,84,0.0,0.0,0.0,0.0,0.0,1
DL,5090,BOS,ORD,4,13,7,1703,2021,22.94042057070676,23.404889165144194,2065,198,0.0,0.0,0.4644685944374345,0.0,0.0,1
AA,2439,DEN,SEA,11,11,6,1911,2113,12.581993269294868,12.581993269294868,897,122,0.0,0.0,0.0,0.0,0.0,0
B6,9779,DFW,MSP,9,4,1,1420,1715,15.938721428857058,15.938721428857058,1653,175,0.0,0.0,0.0,0.0,0.0,1
HA,3281,PHX,DEN,3,14,1,457,621,0.0,0.0,856,84,0.0,0.0,0.0,0.0,0.0,0
WN,6809,BOS,ORD,9,15,6,952,1049,12.744523618405161,12.744523618405161,313,57,0.0,0.0,0.0,0.0,0.0,0
US,9836,PHX,LAX,7,2,6,2251,2329,32.224086651593126,32.224086651593126,354,38,0.0,0.0,0.0,0.0,0.0,1
F9,6207,ORD,MIA,10,3,4,1519,2014,2.33813555280899,2.33813555280899,2838,295,0.0,0.0,0.0,0.0,0.0,0
F9,2440,SFO,CLT,3,17,6,938,1031,0.0,7.2553973346110014,440,53,7.2553973346110014,0.0,0.0,0.0,0.0,0
DL,7750,JFK,SFO,8,19,2,1819,2157,28.19591511645194,28.19591511645194,1939,218,0.0,0.0,0.0,0.0,0.0,1
AS,4662,SEA,JFK,10,22,3,1262,1458,1.500518423057148,1.500518423057148,1278,116,0.0,0.0,0.0,0.0,0.0,0
WN,313,EWR,MCO,10,11,2,1719,2145,4.057760662053764,4.057760662053764,2643,266,0.0,0.0,0.0,0.0,0.0,0
WN,6972,MSP,ATL,10,11,2,193,338,2.4083451058046066,2.4083451058046066,1000,65,0.0,0.0,0.0,0.0,0.0,0
B6,5984,CLT,MSP,9,19,2,1325,1538,32.40205798507879,32.40205798507879,1133,133,0.0,0.0,0.0,0.0,0.0,1
F9,1058,CLT,DEN,7,24,5,1742,2031,0.0,0.0,1518,169,0.0,0.0,0.0,0.0,0.0,0
AA,8787,MCO,LGA,3,26,4,194,330,21.719969078089235,21.719969078089235,680,56,0.0,0.0,0.0,0.0,0.0,1
B6,1702,LAX,DEN,9,10,1,1320,1738,0.0,26.40084661613705,2629,258,4.791161610567175,21.609685005569872,0.0,0.0,0.0,1
NK,655,SEA,SEA,12,18,6,1359,1801,6.384788772206979,6.384788772206979,2071,242,0.0,0.0,0.0,0.0,0.0,0
F9,8555,LAS,PHL,4,17,7,259,601,11.109670628564867,11.109670628564867,1759,182,0.0,0.0,0.0,0.0,0.0,0
DL,9307,EWR,SEA,5,24,5,1795,1948,23.921309508548966,41.69738032555833,852,73,17.776070817009362,0.0,0.0,0.0,0.0,1
HA,7991,JFK,LAS,1,28,5,672,903,21.23656639081964,21.23656639081964,1247,111,0.0,0.0,0.0,0.0,0.0,1
HA,544,MCO,LAX,7,4,1,612,750,0.0,0.0,826,98,0.0,0.0,0.0,0.0,0.0,0
US,877,JFK,PHX,5,9,1,1775,2149,18.01320486678837,18.01320486678837,2006,214,0.0,0.0,0.0,0.0,0.0,1
UA,1323,SEA,CLT,9,18,2,1973,19,0.0,9.855612547270612,2444,246,0.0,0.0,9.855612547270612,0.0,0.0,0
AA,7079,EWR,MCO,12,22,1,2176,323,14.065520273253432,14.065520273253432,2802,307,0.0,0.0,0.0,0.0,0.0,0
HA,7253,LGA,CLT,10,13,1,1862,2200,18.194629267053386,39.78656129064126,1985,178,0.0,0.0,0.0,0.0,21.591932023587876,1
NK,4145,LAX,PHX,10,11,3,1566,1636,0.607325203283624,18.13523475191731,272,30,0.0,0.0,17.527909548633687,0.0,0.0,1
WN,6427,SEA,LAS,7,10,7,1804,2027,6.497802664690327,6.497802664690327,1365,143,0.0,0.0,0.0,0.0,0.0,0
UA,9459,SFO,CLT,10,25,2,218,336,27.023803399711827,27.023803399711827,582,78,0.0,0.0,0.0,0.0,0.0,1
US,2998,MSP,MIA,1,20,1,973,1257,17.380574675462086,17.380574675462086,1737,164,0.0,0.0,0.0,0.0,0.0,1
F9,4747,CLT,DTW,10,5,7,491,605,12.480495603850438,12.480495603850438,593,34,0.0,0.0,0.0,0.0,0.0,0
NK,8626,ATL,MCO,4,27,4,1890,2303,9.16347564558112,9.16347564558112,2190,213,0.0,0.0,0.0,0.0,0.0,0
US,9718,DFW,JFK,1,26,2,466,700,0.0,0.0,1102,114,0.0,0.0,0.0,0.0,0.0,0
US,4716,SEA,LAS,5,6,6,83,541,0.0,0.0,2503,258,0.0,0.0,0.0,0.0,0.0,0
DL,9351,LAX,LGA,3,10,5,653,814,17.845869740783712,17.845869740783712,1149,81,0.0,0.0,0.0,0.0,0.0,1
AS,1209,ORD,CLT,2,20,7,290,722,17.82481592683584,24.520436648148813,2129,232,0.0,0.0,6.695620721312975,0.0,0.0,1
F9,9516,LAS,LGA,9,7,7,1886,2102,19.067986299708682,19.067986299708682,743,96,0.0,0.0,0.0,0.0,0.0,1
DL,8990,DFW,SEA,7,15,2,1540,1736,9.259073914664816,9.259073914664816,1185,116,0.0,0.0,0.0,0.0,0.0,0
AS,7616,DFW,PHX,7,5,2,789,1141,2.1836797582679672,2.1836797582679672,1678,192,0.0,0.0,0.0,0.0,0.0,0
F9,4484,DFW,PHL,7,11,1,745,936,37.090481791301556,37.090481791301556,1201,111,0.0,0.0,0.0,0.0,0.0,1
US,2988,MIA,BOS,12,18,3,2337,348,28.90807559721185,28.90807559721185,2581,251,0.0,0.0,0.0,0.0,0.0,1
NK,4617,SEA,LGA,12,7,4,362,543,0.0,0.0,1113,101,0.0,0.0,0.0,0.0,0.0,0
US,911,CLT,FLL,9,12,4,2037,2146,19.257650190730452,19.257650190730452,822,69,0.0,0.0,0.0,0.0,0.0,1
HA,9501,DFW,DFW,7,14,4,145,238,9.857168301641178,9.857168301641178,429,53,0.0,0.0,0.0,0.0,0.0,0
HA,9469,BOS,DFW,7,4,7,1818,2236,19.063434078443418,19.063434078443418,2900,258,0.0,0.0,0.0,0.0,0.0,1
B6,9260,DEN,LGA,2,24,1,43,445,4.0621716840154685,4.0621716840154685,2633,242,0.0,0.0,0.0,0.0,0.0,0
US,430,FLL,LAX,1,15,3,413,631,33.79577714389629,33.79577714389629,1607,138,0.0,0.0,0.0,0.0,0.0,1
AS,5592,SEA,EWR,12,4,7,1465,1900,17.427806207819195,17.427806207819195,2188,235,0.0,0.0,0.0,0.0,0.0,1
F9,3678,ORD,PHL,3,15,7,351,421,21.867273290898282,21.867273290898282,305,30,0.0,0.0,0.0,0.0,0.0,1
DL,9330,LGA,DEN,6,2,6,1623,1925,0.0,0.0,2121,182,0.0,0.0,0.0,0.0,0.0,0
AA,7440,PHL,PHX,12,11,2,822,925,4.791397632320645,4.791397632320645,831,63,0.0,0.0,0.0,0.0,0.0,0
NK,4262,BOS,SEA,3,8,1,1957,2027,0.0,0.0,199,30,0.0,0.0,0.0,0.0,0.0,0
AS,1890,BOS,FLL,3,13,5,698,850,18.240982952211418,33.36608349538739,826,72,0.0,0.0,0.0,0.0,15.125100543175973,1
US,9346,MSP,DFW,8,4,4,636,1016,17.069780276036013,17.069780276036013,1924,220,0.0,0.0,0.0,0.0,0.0,1
UA,1982,PHL,LAS,2,4,1,1584,2051,0.0,18.627533669386096,2712,267,18.627533669386096,0.0,0.0,0.0,0.0,1
AS,9883,FLL,SEA,4,15,6,624,1117,12.511298460020122,12.511298460020122,2626,293,0.0,0.0,0.0,0.0,0.0,0
F9,2577,DEN,SEA,8,1,3,1468,1919,14.175826387933,14.175826387933,2908,251,0.0,0.0,0.0,0.0,0.0,0
B6,4074,DTW,LAS,3,27,2,241,311,30.841103434964047,44.90479501158721,591,30,0.0,0.0,14.06369157662316,0.0,0.0,1
AS,5391,PHX,FLL,12,26,4,904,1241,44.33934544141782,87.5487108840055,2146,217,0.0,0.0,0.0,43.20936544258768,0.0,1
DL,5177,ATL,LGA,12,26,2,1646,1747,8.966601452658557,8.966601452658557,335,61,0.0,0.0,0.0,0.0,0.0,0
NK,7148,MCO,ATL,7,19,6,1865,2328,10.314738164426279,10.314738164426279,2804,263,0.0,0.0,0.0,0.0,0.0,0
AA,6173,MIA,MIA,4,5,4,1162,1621,0.8038586381617723,0.8038586381617723,2739,259,0.0,0.0,0.0,0.0,0.0,0
AS,3689,DTW,FLL,3,27,6,299,510,20.59549442450139,20.59549442450139,532,91,0.0,0.0,0.0,0.0,0.0,1
UA,8455,ORD,PHL,10,13,2,1471,1656,13.426343507058704,13.426343507058704,1128,105,0.0,0.0,0.0,0.0,0.0,0
HA,8231,MCO,JFK,11,1,6,2104,30,0.0,0.0,2091,206,0.0,0.0,0.0,0.0,0.0,0
HA,7442,LAS,FLL,7,16,1,2243,154,3.7309993108613044,3.7309993108613044,1717,191,0.0,0.0,0.0,0.0,0.0,0
B6,1529,LAS,MCO,4,10,1,1344,1427,21.866053943237052,21.866053943237052,352,43,0.0,0.0,0.0,0.0,0.0,1
B6,985,DTW,JFK,3,21,6,342,455,0.0,0.0,860,73,0.0,0.0,0.0,0.0,0.0,0
B6,4077,DFW,MIA,1,9,1,135,244,0.0,0.0,700,69,0.0,0.0,0.0,0.0,0.0,0
F9,9328,ORD,PHX,10,5,1,1052,1239,2.1339336884711173,2.1339336884711173,1139,107,0.0,0.0,0.0,0.0,0.0,0
UA,4880,SFO,DEN,10,15,2,679,1043,11.62034502898694,27.58371218610735,1969,204,0.0,0.0,15.963367157120407,0.0,0.0,1
NK,8731,DEN,DFW,12,1,5,1638,1732,0.0,0.0,488,54,0.0,0.0,0.0,0.0,0.0,0
B6,8990,JFK,PHX,6,5,3,1295,1635,28.618827690675005,28.618827690675005,1634,180,0.0,0.0,0.0,0.0,0.0,1
AS,2026,PHL,LAS,10,25,6,2140,2239,1.7313848747664373,1.7313848747664373,814,59,0.0,0.0,0.0,0.0,0.0,0
DL,9165,JFK,LGA,7,9,2,1151,1221,19.92581217843384,19.92581217843384,303,30,0.0,0.0,0.0,0.0,0.0,1
AS,5981,FLL,CLT,12,8,2,1334,1433,0.0,0.0,624,59,0.0,0.0,0.0,0.0,0.0,0
AS,3388,CLT,EWR,2,23,6,329,510,7.587041731781218,7.587041731781218,438,101,0.0,0.0,0.0,0.0,0.0,0
HA,188,CLT,LAX,1,3,5,2264,337,26.84691780549114,26.84691780549114,2718,273,0.0,0.0,0.0,0.0,0.0,1
AA,5804,MCO,CLT,1,2,5,2136,2249,37.95097542385871,37.95097542385871,667,73,0.0,0.0,0.0,0.0,0.0,1
UA,8211,DTW,SFO,7,24,7,877,956,6.6126229620979196,6.8573725759578705,439,39,0.24474961385995098,0.0,0.0,0.0,0.0,0
US,5672,SFO,BOS,6,10,7,1627,1657,16.00313663431524,16.00313663431524,227,30,0.0,0.0,0.0,0.0,0.0,1
WN,5489,DFW,CLT,4,24,6,1043,1313,0.1722465057256759,0.1722465057256759,1372,150,0.0,0.0,0.0,0.0,0.0,0
WN,5027,DTW,DEN,3,27,7,1766,1836,13.139973586416597,13.139973586416597,284,30,0.0,0.0,0.0,0.0,0.0,0
DL,340,LAS,LAS,7,2,1,155,350,1.0816551521326154,10.080328732616028,1447,115,8.998673580483413,0.0,0.0,0.0,0.0,0
NK,4384,CLT,LAS,7,26,5,1432,1502,7.799067207453524,16.577186444960738,107,30,0.0,0.0,8.778119237507216,0.0,0.0,1
B6,8336,FLL,LAX,3,13,5,1285,1818,2.769247510110639,2.769247510110639,2830,293,0.0,0.0,0.0,0.0,0.0,0
HA,9366,DFW,LGA,7,2,7,714,1031,0.0,5.831233802232906,2145,197,0.0,0.0,5.831233802232906,0.0,0.0,0
US,4044,DFW,LAS,4,25,2,39,425,7.864001067137302,7.864001067137302,2059,226,0.0,0.0,0.0,0.0,0.0,0
WN,733,EWR,SFO,7,28,4,2095,133,12.306129930341541,12.306129930341541,2140,238,0.0,0.0,0.0,0.0,0.0,0
DL,8335,DFW,ATL,9,18,3,1745,1836,10.495955382263542,10.495955382263542,344,51,0.0,0.0,0.0,0.0,0.0,0
B6,9680,MIA,SFO,8,2,6,1654,1834,0.7573448917095096,3.5913467539882173,973,100,0.0,0.0,0.0,0.0,2.8340018622787078,0
HA,4749,DEN,EWR,2,3,6,315,415,8.22354263165766,22.63992594380518,1002,60,0.0,0.0,14.416383312147524,0.0,0.0,1
UA,2191,BOS,DFW,3,4,5,382,728,0.0,0.0,2324,186,0.0,0.0,0.0,0.0,0.0,0
B6,4589,PHX,ATL,10,12,1,1623,1805,25.089555150487325,25.089555150487325,700,102,0.0,0.0,0.0,0.0,0.0,1
UA,7310,FLL,ATL,4,6,2,1849,2025,0.0,0.0,840,96,0.0,0.0,0.0,0.0,0.0,0
AS,4375,MCO,BOS,3,22,2,972,1042,0.0,14.335233738126096,147,30,14.335233738126096,0.0,0.0,0.0,0.0,0
NK,7936,PHL,ATL,12,27,5,1821,2203,0.0,0.0,2255,222,0.0,0.0,0.0,0.0,0.0,0
NK,8291,LGA,DTW,5,28,6,1181,1512,24.78331888969815,24.78331888969815,1433,171,0.0,0.0,0.0,0.0,0.0,1
HA,6379,LAS,BOS,8,14,6,695,805,0.0,0.5926817077232691,124,30,0.5926817077232691,0.0,0.0,0.0,0.0,0
AA,5520,LAX,LGA,4,28,6,200,702,20.23089290414353,20.23089290414353,2974,302,0.0,0.0,0.0,0.0,0.0,1
US,2863,ATL,PHX,1,5,2,1855,2247,0.0,0.0,2053,232,0.0,0.0,0.0,0.0,0.0,0
DL,6903,EWR,ATL,4,24,6,767,1130,0.0,21.52466102997797,2348,203,0.0,21.52466102997797,0.0,0.0,0.0,1
DL,5170,DEN,LAX,3,23,5,878,1201,4.132309535964587,4.132309535964587,1693,163,0.0,0.0,0.0,0.0,0.0,0
AS,2497,LAS,PHX,7,23,2,494,712,21.56956879315551,21.56956879315551,1236,98,0.0,0.0,0.0,0.0,0.0,1
B6,6439,DTW,FLL,2,3,1,1180,1519,22.036087308410586,22.036087308410586,1523,179,0.0,0.0,0.0,0.0,0.0,1
UA,6020,MSP,MIA,11,11,1,829,903,15.243665650163532,15.243665650163532,178,34,0.0,0.0,0.0,0.0,0.0,1
NK,213,EWR,SEA,8,18,5,2243,108,18.732117613816875,18.732117613816875,1500,145,0.0,0.0,0.0,0.0,0.0,1
NK,8505,ORD,LGA,8,26,1,198,308,29.50411479751261,29.50411479751261,325,30,0.0,0.0,0.0,0.0,0.0,1
B6,9286,ORD,BOS,6,2,2,517,859,0.0,5.025305840019199,2221,222,0.0,0.0,5.025305840019199,0.0,0.0,0
HA,9114,MSP,MIA,8,24,7,665,906,3.6732313280230455,3.6732313280230455,1094,121,0.0,0.0,0.0,0.0,0.0,0
US,2724,FLL,PHX,2,3,4,123,153,14.94749315274549,14.94749315274549,104,30,0.0,0.0,0.0,0.0,0.0,0
US,5488,JFK,MSP,8,17,6,1900,2135,0.0,0.0,1659,155,0.0,0.0,0.0,0.0,0.0,0
B6,6484,BOS,JFK,11,11,2,1784,2027,22.436500327070082,38.33803186300702,1071,123,0.0,0.0,0.0,0.0,15.901531535936936,1
AS,7494,PHX,LAS,2,2,4,2120,2202,25.16042036454617,26.187526337712537,718,42,0.0,0.0,1.027105973166368,0.0,0.0,1
NK,4263,DEN,LGA,4,2,6,1289,1359,0.0,0.0,250,30,0.0,0.0,0.0,0.0,0.0,0
AS,6467,EWR,LAS,5,18,2,465,535,38.534310930785274,38.534310930785274,166,30,0.0,0.0,0.0,0.0,0.0,1
B6,2161,LGA,PHX,2,28,5,1467,1939,6.519765346592838,6.519765346592838,2803,272,0.0,0.0,0.0,0.0,0.0,0
UA,9905,EWR,CLT,4,20,1,1638,1934,0.0,0.0,1769,176,0.0,0.0,0.0,0.0,0.0,0
AA,9574,LAX,JFK,5,24,5,2233,2340,5.849152894754109,5.849152894754109,759,67,0.0,0.0,0.0,0.0,0.0,0
B6,765,EWR,ATL,8,5,6,567,1027,0.0,0.0,2652,260,0.0,0.0,0.0,0.0,0.0,0
US,4989,PHL,MIA,7,18,6,2322,232,5.8474459741473375,5.8474459741473375,1677,190,0.0,0.0,0.0,0.0,0.0,0
DL,8165,CLT,EWR,5,8,5,1045,1148,22.533667889531625,22.533667889531625,196,63,0.0,0.0,0.0,0.0,0.0,1
DL,8756,DFW,MIA,1,8,3,1948,2107,26.815544281404243,26.815544281404243,489,79,0.0,0.0,0.0,0.0,0.0,1
US,587,FLL,MCO,5,3,1,1790,2222,0.0,5.238859877057921,2354,232,0.0,0.0,5.238859877057921,0.0,0.0,0
UA,7422,PHX,LAX,8,5,6,1326,1436,0.0,0.0,621,70,0.0,0.0,0.0,0.0,0.0,0
NK,2726,LGA,LGA,2,24,3,364,552,2.4945183890003344,19.81235899885359,1343,108,17.317840609853256,0.0,0.0,0.0,0.0,1
US,2248,BOS,LAX,8,12,6,2214,147,16.454351355645635,16.454351355645635,1905,213,0.0,0.0,0.0,0.0,0.0,1
US,1448,MSP,BOS,9,18,4,838,1003,0.0,0.0,1031,85,0.0,0.0,0.0,0.0,0.0,0
F9,6424,MSP,JFK,5,4,7,2208,49,24.575746588139282,24.575746588139282,1850,161,0.0,0.0,0.0,0.0,0.0,1
B6,3553,PHL,EWR,5,4,3,976,1316,0.0,0.0,1953,180,0.0,0.0,0.0,0.0,0.0,0
HA,8940,PHX,BOS,11,23,5,1208,1532,10.953425186393435,10.953425186393435,2099,204,0.0,0.0,0.0,0.0,0.0,0
HA,3257,SEA,LAS,5,3,5,2310,314,9.378770438099371,9.378770438099371,2506,244,0.0,0.0,0.0,0.0,0.0,0
UA,4506,LGA,PHL,11,8,6,421,833,0.27993952362773555,0.27993952362773555,2668,252,0.0,0.0,0.0,0.0,0.0,0
UA,1235,BOS,ATL,6,28,2,1738,1821,2.969255080245465,2.969255080245465,696,43,0.0,0.0,0.0,0.0,0.0,0
F9,1125,JFK,SFO,1,24,1,19,49,18.77697943208224,18.77697943208224,160,30,0.0,0.0,0.0,0.0,0.0,1
AA,9746,EWR,LAX,11,3,4,1392,1900,2.4718826965751246,2.4718826965751246,2919,268,0.0,0.0,0.0,0.0,0.0,0
B6,1575,MCO,DEN,5,18,5,1492,1857,14.100093507937153,14.100093507937153,2038,205,0.0,0.0,0.0,0.0,0.0,0
F9,5538,MSP,LGA,12,23,5,899,1057,0.0,0.0,836,78,0.0,0.0,0.0,0.0,0.0,0
F9,3065,DTW,PHX,2,5,5,2205,37,19.245582697973305,19.245582697973305,1524,152,0.0,0.0,0.0,0.0,0.0,1
HA,3529,PHX,MCO,2,21,6,1550,1748,27.391442423833322,27.391442423833322,944,118,0.0,0.0,0.0,0.0,0.0,1
DL,9581,MSP,BOS,3,3,7,1936,2249,20.646816794043826,20.646816794043826,1424,193,0.0,0.0,0.0,0.0,0.0,1
NK,9719,PHL,EWR,4,8,6,1656,1928,0.0,0.0,1729,152,0.0,0.0,0.0,0.0,0.0,0
US,4286,ORD,DTW,4,8,5,851,1145,0.9604431584749769,0.9604431584749769,1749,174,0.0,0.0,0.0,0.0,0.0,0
AS,7537,PHX,SEA,10,4,1,1929,1959,0.0,15.682346833686623,258,30,15.682346833686623,0.0,0.0,0.0,0.0,1
DL,6623,DTW,LGA,5,7,7,1006,1149,9.899610277224646,22.34376444745375,966,103,12.444154170229105,0.0,0.0,0.0,0.0,1
UA,7252,EWR,PHL,1,16,2,1968,26,10.246382693407046,10.246382693407046,2328,258,0.0,0.0,0.0,0.0,0.0,0
F9,2328,PHX,LAX,3,20,7,1006,1148,2.0855948818569905,2.0855948818569905,1300,102,0.0,0.0,0.0,0.0,0.0,0
B6,1290,MIA,DFW,10,12,2,1290,1710,2.593834112412395,8.173427544750062,2282,220,0.0,0.0,5.579593432337667,0.0,0.0,0
WN,5530,PHX,PHX,8,16,6,2288,12,9.69385580677696,27.082705581304637,204,44,0.0,0.0,0.0,0.0,17.388849774527678,1
UA,2484,LAX,LAX,3,21,4,2201,27,40.394488496482964,40.394488496482964,1255,146,0.0,0.0,0.0,0.0,0.0,1
US,8148,FLL,SFO,12,15,5,1491,1824,1.774020669057533,1.774020669057533,1324,173,0.0,0.0,0.0,0.0,0.0,0
DL,7291,CLT,DEN,6,23,5,787,1143,0.0,1.13186671752835,1796,196,0.0,0.0,0.0,0.0,1.13186671752835,0
WN,9701,FLL,PHL,9,12,3,2146,125,0.0,0.0,2122,219,0.0,0.0,0.0,0.0,0.0,0
AA,9485,EWR,DFW,7,6,1,523,553,6.846517459423518,6.846517459423518,511,30,0.0,0.0,0.0,0.0,0.0,0
HA,2447,BOS,MIA,7,16,2,421,705,4.550874284185407,4.550874284185407,1848,164,0.0,0.0,0.0,0.0,0.0,0
NK,4019,DTW,SEA,6,11,2,1756,2020,16.643507071616963,16.643507071616963,1584,144,0.0,0.0,0.0,0.0,0.0,1
F9,3052,MSP,LAX,8,1,2,1592,1731,12.048377649676798,37.801084743007884,1054,59,0.0,0.0,0.0,25.752707093331086,0.0,1
NK,9218,MCO,DEN,11,28,3,1230,1624,0.0,0.0,2391,234,0.0,0.0,0.0,0.0,0.0,0
HA,6662,LGA,PHL,9,26,4,1497,1930,6.710813728349758,14.830143155172749,2405,233,0.0,0.0,8.119329426822992,0.0,0.0,0
AS,7312,EWR,MCO,11,2,7,487,848,24.383992923048112,24.383992923048112,1852,201,0.0,0.0,0.0,0.0,0.0,1
B6,819,FLL,MSP,7,3,6,2099,244,0.0,33.009923014550914,2944,305,0.0,33.009923014550914,0.0,0.0,0.0,1
HA,1026,MSP,MIA,7,9,4,1850,2136,11.352074065498648,26.720368685101995,1711,166,15.368294619603349,0.0,0.0,0.0,0.0,1
HA,8340,SEA,ORD,3,23,4,1639,2007,37.64697403816679,37.64697403816679,1945,208,0.0,0.0,0.0,0.0,0.0,1
AS,3839,LAX,CLT,2,20,7,2265,353,37.63255078092023,37.63255078092023,2922,288,0.0,0.0,0.0,0.0,0.0,1
F9,9231,BOS,ATL,5,21,3,1751,2007,31.779645439490942,31.779645439490942,1233,136,0.0,0.0,0.0,0.0,0.0,1
F9,4923,DFW,PHL,9,5,1,2194,45,27.911118792619618,27.911118792619618,1332,131,0.0,0.0,0.0,0.0,0.0,1
HA,8119,DTW,DEN,9,26,4,1177,1655,0.0,0.0,2813,278,0.0,0.0,0.0,0.0,0.0,0
UA,6340,ORD,DFW,1,27,1,672,942,0.0,12.453562594210972,1552,150,12.453562594210972,0.0,0.0,0.0,0.0,0
AS,2166,SFO,EWR,3,16,4,1233,1547,19.326622465208125,19.326622465208125,2037,194,0.0,0.0,0.0,0.0,0.0,1
UA,570,SEA,DTW,10,13,1,2241,114,9.615940791553236,9.615940791553236,1386,153,0.0,0.0,0.0,0.0,0.0,0
US,1794,FLL,EWR,5,2,2,655,1115,21.49558453487612,21.49558453487612,2567,260,0.0,0.0,0.0,0.0,0.0,1
HA,9988,ATL,DFW,9,1,5,1448,1603,24.488581345838348,24.488581345838348,908,75,0.0,0.0,0.0,0.0,0.0,1
NK,8305,LGA,PHX,7,16,7,2016,2105,16.173694340399486,21.526069662859896,333,49,0.0,5.352375322460412,0.0,0.0,0.0,1
HA,2742,CLT,BOS,3,17,2,407,659,23.044995108970944,31.3595435535605,1605,172,0.0,0.0,0.0,8.314548444589555,0.0,1
NK,9667,DEN,BOS,7,17,2,702,938,9.683062039964893,9.683062039964893,1361,156,0.0,0.0,0.0,0.0,0.0,0
AA,9942,MSP,MSP,10,13,3,214,245,20.768149993825695,20.768149993825695,534,31,0.0,0.0,0.0,0.0,0.0,1
